,x,y
1273,[255 255 255 ... 255 255 255],5
1274,[255 255 255 ... 255 255 255],6
1275,[255 255 255 ... 255 255 255],7
1276,[255 255 255 ... 255 255 255],3
1277,[255 255 255 ... 255 255 255],5
1278,[255 255 255 ... 255 255 255],0
1279,[255 255 255 ... 255 255 255],9
1280,[255 255 255 ... 255 255 255],4
1281,[255 255 255 ... 255 255 255],7
1282,[255 255 255 ... 255 255 255],3
1283,[255 255 255 ... 255 255 255],3
1284,[255 255 255 ... 255 255 255],9
1285,[255 255 255 ... 255 255 255],4
1286,[255 255 255 ... 255 255 255],4
1287,[255 255 255 ... 255 255 255],1
1288,[255 255 255 ... 255 255 255],5
1289,[255 255 255 ... 255 255 255],5
1290,[255 255 255 ... 255 255 255],9
1291,[255 255 255 ... 255 255 255],4
1292,[255 255 255 ... 255 255 255],0
1293,[255 255 255 ... 255 255 255],7
1294,[255 255 255 ... 255 255 255],6
1295,[255 255 255 ... 255 255 255],3
1296,[255 255 255 ... 255 255 255],0
1297,[255 255 255 ... 255 255 255],5
1298,[255 255 255 ... 255 255 255],0
1299,[255 255 255 ... 255 255 255],5
1300,[255 255 255 ... 255 255 255],3
1301,[255 255 255 ... 255 255 255],3
1302,[255 255 255 ... 255 255 255],9
1303,[255 255 255 ... 255 255 255],1
1304,[255 255 255 ... 255 255 255],4
1305,[255 255 255 ... 255 255 255],4
1306,[255 255 255 ... 255 255 255],3
1307,[255 255 255 ... 255 255 255],3
1308,[255 255 255 ... 255 255 255],5
1309,[255 255 255 ... 255 255 255],2
1310,[255 255 255 ... 255 255 255],0
1311,[255 255 255 ... 255 255 255],0
1312,[255 255 255 ... 255 255 255],7
1313,[255 255 255 ... 255 255 255],9
1314,[255 255 255 ... 255 255 255],6
1315,[255 255 255 ... 255 255 255],0
1316,[255 255 255 ... 255 255 255],0
1317,[255 255 255 ... 255 255 255],3
1318,[255 255 255 ... 255 255 255],4
1319,[255 255 255 ... 255 255 255],1
1320,[255 255 255 ... 255 255 255],4
1321,[255 255 255 ... 255 255 255],6
1322,[255 255 255 ... 255 255 255],1
1323,[255 255 255 ... 255 255 255],9
1324,[255 255 255 ... 255 255 255],3
1325,[255 255 255 ... 255 255 255],6
1326,[255 255 255 ... 255 255 255],7
1327,[255 255 255 ... 255 255 255],0
1328,[255 255 255 ... 255 255 255],3
1329,[255 255 255 ... 255 255 255],2
1330,[255 255 255 ... 255 255 255],3
1331,[255 255 255 ... 255 255 255],0
1332,[255 255 255 ... 255 255 255],7
1333,[255 255 255 ... 255 255 255],0
1334,[255 255 255 ... 255 255 255],3
1335,[255 255 255 ... 255 255 255],1
1336,[255 255 255 ... 255 255 255],1
1337,[255 255 255 ... 255 255 255],9
1338,[255 255 255 ... 255 255 255],1
1339,[255 255 255 ... 255 255 255],2
1340,[255 255 255 ... 255 255 255],4
1341,[255 255 255 ... 255 255 255],2
1342,[255 255 255 ... 255 255 255],5
1343,[255 255 255 ... 255 255 255],0
1344,[255 255 255 ... 255 255 255],4
1345,[255 255 255 ... 255 255 255],9
1346,[255 255 255 ... 255 255 255],0
1347,[255 255 255 ... 255 255 255],4
1348,[255 255 255 ... 255 255 255],5
1349,[255 255 255 ... 255 255 255],3
1350,[255 255 255 ... 255 255 255],9
1351,[255 255 255 ... 255 255 255],2
1352,[255 255 255 ... 255 255 255],0
1353,[255 255 255 ... 255 255 255],1
1354,[255 255 255 ... 255 255 255],6
1355,[255 255 255 ... 255 255 255],1
1356,[255 255 255 ... 255 255 255],9
1357,[255 255 255 ... 255 255 255],0
1358,[255 255 255 ... 255 255 255],4
1359,[255 255 255 ... 255 255 255],5
1360,[255 255 255 ... 255 255 255],5
1361,[255 255 255 ... 255 255 255],2
1362,[255 255 255 ... 255 255 255],2
1363,[255 255 255 ... 255 255 255],7
1364,[255 255 255 ... 255 255 255],3
1365,[255 255 255 ... 255 255 255],7
1366,[255 255 255 ... 255 255 255],3
1367,[255 255 255 ... 255 255 255],9
1368,[255 255 255 ... 255 255 255],9
1369,[255 255 255 ... 255 255 255],2
1370,[255 255 255 ... 255 255 255],7
1371,[255 255 255 ... 255 255 255],7
1372,[255 255 255 ... 255 255 255],7
1373,[255 255 255 ... 255 255 255],1
1374,[255 255 255 ... 255 255 255],0
1375,[255 255 255 ... 255 255 255],2
1376,[255 255 255 ... 255 255 255],0
1377,[255 255 255 ... 255 255 255],5
1378,[255 255 255 ... 255 255 255],7
1379,[255 255 255 ... 255 255 255],3
1380,[255 255 255 ... 255 255 255],4
1381,[255 255 255 ... 255 255 255],9
1382,[255 255 255 ... 255 255 255],1
1383,[255 255 255 ... 255 255 255],9
1384,[255 255 255 ... 255 255 255],1
1385,[255 255 255 ... 255 255 255],7
1386,[255 255 255 ... 255 255 255],5
1387,[255 255 255 ... 255 255 255],3
1388,[255 255 255 ... 255 255 255],4
1389,[255 255 255 ... 255 255 255],5
1390,[255 255 255 ... 255 255 255],7
1391,[255 255 255 ... 255 255 255],3
1392,[255 255 255 ... 255 255 255],3
1393,[255 255 255 ... 255 255 255],0
1394,[255 255 255 ... 255 255 255],1
1395,[255 255 255 ... 255 255 255],7
1396,[255 255 255 ... 255 255 255],2
1397,[255 255 255 ... 255 255 255],7
1398,[255 255 255 ... 255 255 255],5
1399,[255 255 255 ... 255 255 255],6
1400,[255 255 255 ... 255 255 255],2
1401,[255 255 255 ... 255 255 255],0
1402,[255 255 255 ... 255 255 255],5
1403,[255 255 255 ... 255 255 255],2
1404,[255 255 255 ... 255 255 255],1
1405,[255 255 255 ... 255 255 255],9
1406,[255 255 255 ... 255 255 255],5
1407,[255 255 255 ... 255 255 255],1
1408,[255 255 255 ... 255 255 255],2
1409,[255 255 255 ... 255 255 255],9
1410,[255 255 255 ... 255 255 255],5
1411,[255 255 255 ... 255 255 255],2
1412,[255 255 255 ... 255 255 255],3
1413,[255 255 255 ... 255 255 255],6
1414,[255 255 255 ... 255 255 255],0
1415,[255 255 255 ... 255 255 255],3
1416,[255 255 255 ... 255 255 255],7
1417,[255 255 255 ... 255 255 255],9
1418,[255 255 255 ... 255 255 255],1
1419,[255 255 255 ... 255 255 255],3
1420,[255 255 255 ... 255 255 255],2
1421,[255 255 255 ... 255 255 255],1
1422,[255 255 255 ... 255 255 255],7
1423,[255 255 255 ... 255 255 255],2
1424,[255 255 255 ... 255 255 255],1
1425,[255 255 255 ... 255 255 255],6
1426,[255 255 255 ... 255 255 255],4
1427,[255 255 255 ... 255 255 255],3
1428,[255 255 255 ... 255 255 255],3
1429,[255 255 255 ... 255 255 255],1
1430,[255 255 255 ... 255 255 255],1
1431,[255 255 255 ... 255 255 255],7
1432,[255 255 255 ... 255 255 255],1
1433,[255 255 255 ... 255 255 255],6
1434,[255 255 255 ... 255 255 255],2
1435,[255 255 255 ... 255 255 255],9
1436,[255 255 255 ... 255 255 255],1
1437,[255 255 255 ... 255 255 255],2
1438,[255 255 255 ... 255 255 255],4
1439,[255 255 255 ... 255 255 255],9
1440,[255 255 255 ... 255 255 255],4
1441,[255 255 255 ... 255 255 255],4
1442,[255 255 255 ... 255 255 255],4
1443,[255 255 255 ... 255 255 255],4
1444,[255 255 255 ... 255 255 255],9
1445,[255 255 255 ... 255 255 255],2
1446,[255 255 255 ... 255 255 255],0
1447,[255 255 255 ... 255 255 255],3
1448,[255 255 255 ... 255 255 255],1
1449,[255 255 255 ... 255 255 255],1
1450,[255 255 255 ... 255 255 255],3
1451,[255 255 255 ... 255 255 255],3
1452,[255 255 255 ... 255 255 255],5
1453,[255 255 255 ... 255 255 255],5
1454,[255 255 255 ... 255 255 255],4
1455,[255 255 255 ... 255 255 255],2
1456,[255 255 255 ... 255 255 255],9
1457,[255 255 255 ... 255 255 255],2
1458,[255 255 255 ... 255 255 255],9
1459,[255 255 255 ... 255 255 255],2
1460,[255 255 255 ... 255 255 255],3
1461,[255 255 255 ... 255 255 255],7
1462,[255 255 255 ... 255 255 255],9
1463,[255 255 255 ... 255 255 255],7
1464,[255 255 255 ... 255 255 255],7
1465,[255 255 255 ... 255 255 255],0
1466,[255 255 255 ... 255 255 255],2
1467,[255 255 255 ... 255 255 255],1
1468,[255 255 255 ... 255 255 255],3
1469,[255 255 255 ... 255 255 255],3
1470,[255 255 255 ... 255 255 255],4
1471,[255 255 255 ... 255 255 255],7
1472,[255 255 255 ... 255 255 255],6
1473,[255 255 255 ... 255 255 255],7
1474,[255 255 255 ... 255 255 255],9
1475,[255 255 255 ... 255 255 255],4
1476,[255 255 255 ... 255 255 255],7
1477,[255 255 255 ... 255 255 255],2
1478,[255 255 255 ... 255 255 255],7
1479,[255 255 255 ... 255 255 255],9
1480,[255 255 255 ... 255 255 255],9
1481,[255 255 255 ... 255 255 255],7
1482,[255 255 255 ... 255 255 255],7
1483,[255 255 255 ... 255 255 255],6
1484,[255 255 255 ... 255 255 255],2
1485,[255 255 255 ... 255 255 255],1
1486,[255 255 255 ... 255 255 255],5
1487,[255 255 255 ... 255 255 255],7
1488,[255 255 255 ... 255 255 255],9
1489,[255 255 255 ... 255 255 255],3
1490,[255 255 255 ... 255 255 255],4
1491,[255 255 255 ... 255 255 255],3
1492,[255 255 255 ... 255 255 255],1
1493,[255 255 255 ... 255 255 255],9
1494,[255 255 255 ... 255 255 255],0
1495,[255 255 255 ... 255 255 255],2
1496,[255 255 255 ... 255 255 255],2
1497,[255 255 255 ... 255 255 255],9
1498,[255 255 255 ... 255 255 255],1
1499,[255 255 255 ... 255 255 255],9
1500,[255 255 255 ... 255 255 255],7
1501,[255 255 255 ... 255 255 255],1
1502,[255 255 255 ... 255 255 255],2
1503,[255 255 255 ... 255 255 255],0
1504,[255 255 255 ... 255 255 255],5
1505,[255 255 255 ... 255 255 255],0
1506,[255 255 255 ... 255 255 255],4
1507,[255 255 255 ... 255 255 255],2
1508,[255 255 255 ... 255 255 255],2
1509,[255 255 255 ... 255 255 255],0
1510,[255 255 255 ... 255 255 255],5
1511,[255 255 255 ... 255 255 255],1
1512,[255 255 255 ... 255 255 255],3
1513,[255 255 255 ... 255 255 255],3
1514,[255 255 255 ... 255 255 255],3
1515,[255 255 255 ... 255 255 255],4
1516,[255 255 255 ... 255 255 255],3
1517,[255 255 255 ... 255 255 255],6
1518,[255 255 255 ... 255 255 255],9
1519,[255 255 255 ... 255 255 255],6
1520,[255 255 255 ... 255 255 255],6
1521,[255 255 255 ... 255 255 255],6
1522,[255 255 255 ... 255 255 255],3
1523,[255 255 255 ... 255 255 255],4
1524,[255 255 255 ... 255 255 255],9
1525,[255 255 255 ... 255 255 255],6
1526,[255 255 255 ... 255 255 255],5
1527,[255 255 255 ... 255 255 255],2
1528,[255 255 255 ... 255 255 255],1
1529,[255 255 255 ... 255 255 255],3
1530,[255 255 255 ... 255 255 255],3
1531,[255 255 255 ... 255 255 255],1
1532,[255 255 255 ... 255 255 255],7
1533,[255 255 255 ... 255 255 255],6
1534,[255 255 255 ... 255 255 255],2
1535,[255 255 255 ... 255 255 255],2
1536,[255 255 255 ... 255 255 255],9
1537,[255 255 255 ... 255 255 255],7
1538,[255 255 255 ... 255 255 255],2
1539,[255 255 255 ... 255 255 255],3
1540,[255 255 255 ... 255 255 255],9
1541,[255 255 255 ... 255 255 255],4
1542,[255 255 255 ... 255 255 255],4
1543,[255 255 255 ... 255 255 255],7
1544,[255 255 255 ... 255 255 255],7
1545,[255 255 255 ... 255 255 255],4
1546,[255 255 255 ... 255 255 255],7
1547,[255 255 255 ... 255 255 255],7
1548,[255 255 255 ... 255 255 255],3
1549,[255 255 255 ... 255 255 255],0
1550,[255 255 255 ... 255 255 255],4
1551,[255 255 255 ... 255 255 255],3
1552,[255 255 255 ... 255 255 255],2
1553,[255 255 255 ... 255 255 255],6
1554,[255 255 255 ... 255 255 255],6
1555,[255 255 255 ... 255 255 255],4
1556,[255 255 255 ... 255 255 255],2
1557,[255 255 255 ... 255 255 255],0
1558,[255 255 255 ... 255 255 255],1
1559,[255 255 255 ... 255 255 255],4
1560,[255 255 255 ... 255 255 255],0
1561,[255 255 255 ... 255 255 255],4
1562,[255 255 255 ... 255 255 255],4
1563,[255 255 255 ... 255 255 255],4
1564,[255 255 255 ... 255 255 255],3
1565,[255 255 255 ... 255 255 255],5
1566,[255 255 255 ... 255 255 255],9
1567,[255 255 255 ... 255 255 255],5
1568,[255 255 255 ... 255 255 255],2
1569,[255 255 255 ... 255 255 255],1
1570,[255 255 255 ... 255 255 255],9
1571,[255 255 255 ... 255 255 255],7
1572,[255 255 255 ... 255 255 255],0
1573,[255 255 255 ... 255 255 255],6
1574,[255 255 255 ... 255 255 255],7
1575,[255 255 255 ... 255 255 255],9
1576,[255 255 255 ... 255 255 255],3
1577,[255 255 255 ... 255 255 255],2
1578,[255 255 255 ... 255 255 255],0
1579,[255 255 255 ... 255 255 255],3
1580,[255 255 255 ... 255 255 255],0
1581,[255 255 255 ... 255 255 255],7
1582,[255 255 255 ... 255 255 255],5
1583,[255 255 255 ... 255 255 255],6
1584,[255 255 255 ... 255 255 255],7
1585,[255 255 255 ... 255 255 255],7
1586,[255 255 255 ... 255 255 255],9
1587,[255 255 255 ... 255 255 255],7
1588,[255 255 255 ... 255 255 255],5
1589,[255 255 255 ... 255 255 255],1
1590,[255 255 255 ... 255 255 255],7
1591,[255 255 255 ... 255 255 255],6
1592,[255 255 255 ... 255 255 255],2
1593,[255 255 255 ... 255 255 255],9
1594,[255 255 255 ... 255 255 255],6
1595,[255 255 255 ... 255 255 255],6
1596,[255 255 255 ... 255 255 255],2
1597,[255 255 255 ... 255 255 255],2
1598,[255 255 255 ... 255 255 255],1
1599,[255 255 255 ... 255 255 255],0
1600,[255 255 255 ... 255 255 255],5
1601,[255 255 255 ... 255 255 255],2
1602,[255 255 255 ... 255 255 255],5
1603,[255 255 255 ... 255 255 255],0
1604,[255 255 255 ... 255 255 255],6
1605,[255 255 255 ... 255 255 255],7
1606,[255 255 255 ... 255 255 255],1
1607,[255 255 255 ... 255 255 255],2
1608,[255 255 255 ... 255 255 255],6
1609,[255 255 255 ... 255 255 255],5
1610,[255 255 255 ... 255 255 255],5
1611,[255 255 255 ... 255 255 255],0
1612,[255 255 255 ... 255 255 255],5
1613,[255 255 255 ... 255 255 255],0
1614,[255 255 255 ... 255 255 255],7
1615,[255 255 255 ... 255 255 255],6
1616,[255 255 255 ... 255 255 255],9
1617,[255 255 255 ... 255 255 255],3
1618,[255 255 255 ... 255 255 255],2
1619,[255 255 255 ... 255 255 255],3
1620,[255 255 255 ... 255 255 255],9
1621,[255 255 255 ... 255 255 255],2
1622,[255 255 255 ... 255 255 255],3
1623,[255 255 255 ... 255 255 255],7
1624,[255 255 255 ... 255 255 255],4
1625,[255 255 255 ... 255 255 255],5
1626,[255 255 255 ... 255 255 255],4
1627,[255 255 255 ... 255 255 255],7
1628,[255 255 255 ... 255 255 255],5
1629,[255 255 255 ... 255 255 255],9
1630,[255 255 255 ... 255 255 255],1
1631,[255 255 255 ... 255 255 255],3
1632,[255 255 255 ... 255 255 255],9
1633,[255 255 255 ... 255 255 255],2
1634,[255 255 255 ... 255 255 255],3
1635,[255 255 255 ... 255 255 255],5
1636,[255 255 255 ... 255 255 255],3
1637,[255 255 255 ... 255 255 255],0
1638,[255 255 255 ... 255 255 255],6
1639,[255 255 255 ... 255 255 255],7
1640,[255 255 255 ... 255 255 255],9
1641,[255 255 255 ... 255 255 255],2
1642,[255 255 255 ... 255 255 255],7
1643,[255 255 255 ... 255 255 255],7
1644,[255 255 255 ... 255 255 255],1
1645,[255 255 255 ... 255 255 255],1
1646,[255 255 255 ... 255 255 255],5
1647,[255 255 255 ... 255 255 255],4
1648,[255 255 255 ... 255 255 255],4
1649,[255 255 255 ... 255 255 255],1
1650,[255 255 255 ... 255 255 255],2
1651,[255 255 255 ... 255 255 255],2
1652,[255 255 255 ... 255 255 255],0
1653,[255 255 255 ... 255 255 255],0
1654,[255 255 255 ... 255 255 255],7
1655,[255 255 255 ... 255 255 255],2
1656,[255 255 255 ... 255 255 255],0
1657,[255 255 255 ... 255 255 255],6
1658,[255 255 255 ... 255 255 255],4
1659,[255 255 255 ... 255 255 255],4
1660,[255 255 255 ... 255 255 255],0
1661,[255 255 255 ... 255 255 255],7
1662,[255 255 255 ... 255 255 255],2
1663,[255 255 255 ... 255 255 255],9
1664,[255 255 255 ... 255 255 255],1
1665,[255 255 255 ... 255 255 255],6
1666,[255 255 255 ... 255 255 255],9
1667,[255 255 255 ... 255 255 255],3
1668,[255 255 255 ... 255 255 255],6
1669,[255 255 255 ... 255 255 255],3
1670,[255 255 255 ... 255 255 255],4
1671,[255 255 255 ... 255 255 255],7
1672,[255 255 255 ... 255 255 255],0
1673,[255 255 255 ... 255 255 255],7
1674,[255 255 255 ... 255 255 255],6
1675,[255 255 255 ... 255 255 255],9
1676,[255 255 255 ... 255 255 255],1
1677,[255 255 255 ... 255 255 255],4
1678,[255 255 255 ... 255 255 255],4
1679,[255 255 255 ... 255 255 255],2
1680,[255 255 255 ... 255 255 255],9
1681,[255 255 255 ... 255 255 255],0
1682,[255 255 255 ... 255 255 255],2
1683,[255 255 255 ... 255 255 255],7
1684,[255 255 255 ... 255 255 255],5
1685,[255 255 255 ... 255 255 255],2
1686,[255 255 255 ... 255 255 255],5
1687,[255 255 255 ... 255 255 255],1
1688,[255 255 255 ... 255 255 255],4
1689,[255 255 255 ... 255 255 255],7
1690,[255 255 255 ... 255 255 255],1
1691,[255 255 255 ... 255 255 255],0
1692,[255 255 255 ... 255 255 255],6
1693,[255 255 255 ... 255 255 255],5
1694,[255 255 255 ... 255 255 255],4
1695,[255 255 255 ... 255 255 255],6
1696,[255 255 255 ... 255 255 255],7
1697,[255 255 255 ... 255 255 255],0
1698,[255 255 255 ... 255 255 255],2
1699,[255 255 255 ... 255 255 255],5
1700,[255 255 255 ... 255 255 255],9
1701,[255 255 255 ... 255 255 255],7
1702,[255 255 255 ... 255 255 255],7
1703,[255 255 255 ... 255 255 255],3
1704,[255 255 255 ... 255 255 255],5
1705,[255 255 255 ... 255 255 255],6
1706,[255 255 255 ... 255 255 255],9
1707,[255 255 255 ... 255 255 255],1
1708,[255 255 255 ... 255 255 255],6
1709,[255 255 255 ... 255 255 255],9
1710,[255 255 255 ... 255 255 255],4
1711,[255 255 255 ... 255 255 255],9
1712,[255 255 255 ... 255 255 255],6
1713,[255 255 255 ... 255 255 255],0
1714,[255 255 255 ... 255 255 255],9
1715,[255 255 255 ... 255 255 255],4
1716,[255 255 255 ... 255 255 255],9
1717,[255 255 255 ... 255 255 255],0
1718,[255 255 255 ... 255 255 255],0
1719,[255 255 255 ... 255 255 255],6
1720,[255 255 255 ... 255 255 255],3
1721,[255 255 255 ... 255 255 255],1
1722,[255 255 255 ... 255 255 255],0
1723,[255 255 255 ... 255 255 255],3
1724,[255 255 255 ... 255 255 255],2
1725,[255 255 255 ... 255 255 255],1
1726,[255 255 255 ... 255 255 255],2
1727,[255 255 255 ... 255 255 255],3
1728,[255 255 255 ... 255 255 255],6
1729,[255 255 255 ... 255 255 255],2
1730,[255 255 255 ... 255 255 255],5
1731,[255 255 255 ... 255 255 255],5
1732,[255 255 255 ... 255 255 255],2
1733,[255 255 255 ... 255 255 255],0
1734,[255 255 255 ... 255 255 255],6
1735,[255 255 255 ... 255 255 255],6
1736,[255 255 255 ... 255 255 255],1
1737,[255 255 255 ... 255 255 255],2
1738,[255 255 255 ... 255 255 255],0
1739,[255 255 255 ... 255 255 255],6
1740,[255 255 255 ... 255 255 255],6
1741,[255 255 255 ... 255 255 255],7
1742,[255 255 255 ... 255 255 255],3
1743,[255 255 255 ... 255 255 255],3
1744,[255 255 255 ... 255 255 255],0
1745,[255 255 255 ... 255 255 255],9
1746,[255 255 255 ... 255 255 255],4
1747,[255 255 255 ... 255 255 255],9
1748,[255 255 255 ... 255 255 255],1
1749,[255 255 255 ... 255 255 255],5
1750,[255 255 255 ... 255 255 255],1
1751,[255 255 255 ... 255 255 255],2
1752,[255 255 255 ... 255 255 255],7
1753,[255 255 255 ... 255 255 255],2
1754,[255 255 255 ... 255 255 255],2
1755,[255 255 255 ... 255 255 255],5
1756,[255 255 255 ... 255 255 255],0
1757,[255 255 255 ... 255 255 255],6
1758,[255 255 255 ... 255 255 255],4
1759,[255 255 255 ... 255 255 255],1
1760,[255 255 255 ... 255 255 255],4
1761,[255 255 255 ... 255 255 255],1
1762,[255 255 255 ... 255 255 255],4
1763,[255 255 255 ... 255 255 255],5
1764,[255 255 255 ... 255 255 255],5
1765,[255 255 255 ... 255 255 255],5
1766,[255 255 255 ... 255 255 255],6
1767,[255 255 255 ... 255 255 255],9
1768,[255 255 255 ... 255 255 255],4
1769,[255 255 255 ... 255 255 255],7
1770,[255 255 255 ... 255 255 255],5
1771,[255 255 255 ... 255 255 255],4
1772,[255 255 255 ... 255 255 255],1
1773,[255 255 255 ... 255 255 255],9
1774,[255 255 255 ... 255 255 255],3
1775,[255 255 255 ... 255 255 255],1
1776,[255 255 255 ... 255 255 255],1
1777,[255 255 255 ... 255 255 255],7
1778,[255 255 255 ... 255 255 255],1
1779,[255 255 255 ... 255 255 255],1
1780,[255 255 255 ... 255 255 255],5
1781,[255 255 255 ... 255 255 255],2
1782,[255 255 255 ... 255 255 255],9
1783,[255 255 255 ... 255 255 255],7
1784,[255 255 255 ... 255 255 255],6
1785,[255 255 255 ... 255 255 255],0
1786,[255 255 255 ... 255 255 255],4
1787,[255 255 255 ... 255 255 255],9
1788,[255 255 255 ... 255 255 255],2
1789,[255 255 255 ... 255 255 255],0
1790,[255 255 255 ... 255 255 255],9
1791,[255 255 255 ... 255 255 255],2
1792,[255 255 255 ... 255 255 255],9
1793,[255 255 255 ... 255 255 255],2
1794,[255 255 255 ... 255 255 255],1
1795,[255 255 255 ... 255 255 255],5
1796,[255 255 255 ... 255 255 255],4
1797,[255 255 255 ... 255 255 255],4
1798,[255 255 255 ... 255 255 255],7
1799,[255 255 255 ... 255 255 255],0
1800,[255 255 255 ... 255 255 255],2
1801,[255 255 255 ... 255 255 255],2
1802,[255 255 255 ... 255 255 255],0
1803,[255 255 255 ... 255 255 255],7
1804,[255 255 255 ... 255 255 255],9
1805,[255 255 255 ... 255 255 255],0
1806,[255 255 255 ... 255 255 255],3
1807,[255 255 255 ... 255 255 255],1
1808,[255 255 255 ... 255 255 255],9
1809,[255 255 255 ... 255 255 255],4
1810,[255 255 255 ... 255 255 255],7
1811,[255 255 255 ... 255 255 255],2
1812,[255 255 255 ... 255 255 255],9
1813,[255 255 255 ... 255 255 255],5
1814,[255 255 255 ... 255 255 255],1
1815,[255 255 255 ... 255 255 255],4
1816,[255 255 255 ... 255 255 255],2
1817,[255 255 255 ... 255 255 255],4
1818,[255 255 255 ... 255 255 255],5
1819,[255 255 255 ... 255 255 255],6
1820,[255 255 255 ... 255 255 255],0
1821,[255 255 255 ... 255 255 255],0
1822,[255 255 255 ... 255 255 255],4
1823,[255 255 255 ... 255 255 255],7
1824,[255 255 255 ... 255 255 255],1
1825,[255 255 255 ... 255 255 255],7
1826,[255 255 255 ... 255 255 255],7
1827,[255 255 255 ... 255 255 255],1
1828,[255 255 255 ... 255 255 255],6
1829,[255 255 255 ... 255 255 255],0
1830,[255 255 255 ... 255 255 255],3
1831,[255 255 255 ... 255 255 255],6
1832,[255 255 255 ... 255 255 255],7
1833,[255 255 255 ... 255 255 255],2
1834,[255 255 255 ... 255 255 255],3
1835,[255 255 255 ... 255 255 255],4
1836,[255 255 255 ... 255 255 255],3
1837,[255 255 255 ... 255 255 255],7
1838,[255 255 255 ... 255 255 255],4
1839,[255 255 255 ... 255 255 255],3
1840,[255 255 255 ... 255 255 255],9
1841,[255 255 255 ... 255 255 255],4
1842,[255 255 255 ... 255 255 255],4
1843,[255 255 255 ... 255 255 255],0
1844,[255 255 255 ... 255 255 255],4
1845,[255 255 255 ... 255 255 255],1
1846,[255 255 255 ... 255 255 255],0
1847,[255 255 255 ... 255 255 255],3
1848,[255 255 255 ... 255 255 255],2
1849,[255 255 255 ... 255 255 255],5
1850,[255 255 255 ... 255 255 255],9
1851,[255 255 255 ... 255 255 255],7
1852,[255 255 255 ... 255 255 255],5
1853,[255 255 255 ... 255 255 255],5
1854,[255 255 255 ... 255 255 255],2
1855,[255 255 255 ... 255 255 255],5
1856,[255 255 255 ... 255 255 255],6
1857,[255 255 255 ... 255 255 255],6
1858,[255 255 255 ... 255 255 255],3
1859,[255 255 255 ... 255 255 255],6
1860,[255 255 255 ... 255 255 255],6
1861,[255 255 255 ... 255 255 255],9
1862,[255 255 255 ... 255 255 255],4
1863,[255 255 255 ... 255 255 255],6
1864,[255 255 255 ... 255 255 255],4
1865,[255 255 255 ... 255 255 255],6
1866,[255 255 255 ... 255 255 255],0
1867,[255 255 255 ... 255 255 255],9
1868,[255 255 255 ... 255 255 255],3
1869,[255 255 255 ... 255 255 255],4
1870,[255 255 255 ... 255 255 255],6
1871,[255 255 255 ... 255 255 255],0
1872,[255 255 255 ... 255 255 255],7
1873,[255 255 255 ... 255 255 255],2
1874,[255 255 255 ... 255 255 255],4
1875,[255 255 255 ... 255 255 255],3
1876,[255 255 255 ... 255 255 255],9
1877,[255 255 255 ... 255 255 255],9
1878,[255 255 255 ... 255 255 255],0
1879,[255 255 255 ... 255 255 255],9
1880,[255 255 255 ... 255 255 255],2
1881,[255 255 255 ... 255 255 255],7
1882,[255 255 255 ... 255 255 255],7
1883,[255 255 255 ... 255 255 255],3
1884,[255 255 255 ... 255 255 255],3
1885,[255 255 255 ... 255 255 255],7
1886,[255 255 255 ... 255 255 255],7
1887,[255 255 255 ... 255 255 255],3
1888,[255 255 255 ... 255 255 255],7
1889,[255 255 255 ... 255 255 255],0
1890,[255 255 255 ... 255 255 255],4
1891,[255 255 255 ... 255 255 255],4
1892,[255 255 255 ... 255 255 255],3
1893,[255 255 255 ... 255 255 255],7
1894,[255 255 255 ... 255 255 255],9
1895,[255 255 255 ... 255 255 255],3
1896,[255 255 255 ... 255 255 255],0
1897,[255 255 255 ... 255 255 255],3
1898,[255 255 255 ... 255 255 255],9
1899,[255 255 255 ... 255 255 255],3
1900,[255 255 255 ... 255 255 255],6
1901,[255 255 255 ... 255 255 255],1
1902,[255 255 255 ... 255 255 255],6
1903,[255 255 255 ... 255 255 255],0
1904,[255 255 255 ... 255 255 255],7
1905,[255 255 255 ... 255 255 255],7
1906,[255 255 255 ... 255 255 255],2
1907,[255 255 255 ... 255 255 255],3
1908,[255 255 255 ... 255 255 255],9
1909,[255 255 255 ... 255 255 255],7
1910,[255 255 255 ... 255 255 255],9
1911,[255 255 255 ... 255 255 255],0
1912,[255 255 255 ... 255 255 255],4
1913,[255 255 255 ... 255 255 255],6
1914,[255 255 255 ... 255 255 255],3
1915,[255 255 255 ... 255 255 255],6
1916,[255 255 255 ... 255 255 255],5
1917,[255 255 255 ... 255 255 255],4
1918,[255 255 255 ... 255 255 255],4
1919,[255 255 255 ... 255 255 255],6
1920,[255 255 255 ... 255 255 255],0
1921,[255 255 255 ... 255 255 255],9
1922,[255 255 255 ... 255 255 255],0
1923,[255 255 255 ... 255 255 255],3
1924,[255 255 255 ... 255 255 255],2
1925,[255 255 255 ... 255 255 255],4
1926,[255 255 255 ... 255 255 255],2
1927,[255 255 255 ... 255 255 255],9
1928,[255 255 255 ... 255 255 255],9
1929,[255 255 255 ... 255 255 255],2
1930,[255 255 255 ... 255 255 255],0
1931,[255 255 255 ... 255 255 255],4
1932,[255 255 255 ... 255 255 255],2
1933,[255 255 255 ... 255 255 255],7
1934,[255 255 255 ... 255 255 255],9
1935,[255 255 255 ... 255 255 255],3
1936,[255 255 255 ... 255 255 255],3
1937,[255 255 255 ... 255 255 255],1
1938,[255 255 255 ... 255 255 255],2
